DistrictCode,StateName,DistrictName,Population,Male,Female,Literate,LiterateMale,LiterateFemale,Worker,WorkerMale,WorkerFemale,MainWorker,MarginWorker,NonWorker,CultivatorWorker,AgriculturalWorker,HouseholdWorker,OtherWorkers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,OthersReligion,ReligionNotStated,LPGoPNGHousehold,HousholdsWithElectricLighting,HouseholdsWithInternet,HouseholdsWithComputer,Household,RuralHousehold,UrbanHousehold,BelowPrimaryEducation,PrimaryEducation,MiddleEducation,SecondaryEducation,HigherEducation,GraduateEducation,OtherEducation,Literate,Illiterate,AgeGroup0_29,AgeGroup30_49,AgeGroup_50,AgeNotStated,HouseholdWithBicycle,HouseholdWith4Wheeler,HouseholdWith2Wheeler,OwnedHousehold,RentedHousehold
98,NCT OF DELHI,South,2731929,1467428,1264501,2078402,1185036,893366,924393,775592,148801,869086,55307,1807536,2984,5908,25081,890420,2155759,445914,41880,69520,3862,11020,645,3329,504898,549402,111453,176435,731063,2918,728145,191659,368772,400595,430091,354078,458858,52503,2256556,328287,1588001,785085,355602,3241,151260,121101,204607,351710,181367
99,RAJASTHAN,Ganganagar,1969168,1043340,925828,1193343,710908,482435,912672,596320,316352,680563,232109,1056496,268297,230438,13790,400147,1437144,50688,2077,474853,938,1988,164,1316,88543,283142,6295,24901,562594,397697,164897,237042,314107,238397,163098,105734,104071,19396,1181845,710223,1167889,502211,283484,15584,149905,21515,85320,330298,23354
100,RAJASTHAN,Hanumangarh,1774692,931184,843508,1034136,624281,409855,835260,512802,322458,642109,193151,939432,370452,166833,13839,284136,1433067,118673,1542,216997,241,1935,138,2099,55515,243163,3360,16217,497753,389059,108694,239601,273441,219194,153628,104087,84185,14416,1088552,723454,1058044,453114,242361,21173,93418,16537,56973,306363,11944
101,RAJASTHAN,Bikaner,2363937,1240801,1123136,1278801,782399,496402,986208,640572,345636,752768,233440,1377729,499223,103833,26244,356908,2073356,235741,1901,20072,285,30850,79,1653,108812,220793,7607,29531,531933,335754,196179,410155,333211,254335,143669,80296,101714,18577,1341957,1015331,1543867,517271,288165,14634,97914,17113,68379,349733,17010
102,RAJASTHAN,Churu,2039547,1051446,988101,1149269,696729,452540,902829,541404,361425,628381,274448,1136718,572644,87983,16594,225608,1777879,249736,958,402,188,7104,127,3153,74197,231696,2577,15259,493893,344897,148996,336671,302022,237220,161520,100677,77282,13320,1228712,910226,1293193,458725,272176,15453,46531,9938,27698,338115,6521
103,RAJASTHAN,Jhunjhunun,2137045,1095896,1041149,1370360,815834,554526,894649,541392,353257,592813,301836,1242396,521692,68878,13472,290607,1905682,228178,1004,275,56,548,85,1217,131987,297559,4828,24178,650809,500452,150357,296093,305626,301866,256621,192240,158936,25286,1536668,712584,1298780,494124,330126,14015,74695,15861,59920,371091,9196
104,RAJASTHAN,Alwar,3674179,1939026,1735153,2182476,1359829,822647,1708542,994171,714371,1179461,529081,1965637,898891,216772,34562,558317,3039279,547335,2696,64532,4384,13221,348,2384,123478,485723,9750,45770,995261,782294,212967,492781,492981,468628,324050,230415,222622,31390,2262867,1384905,2346721,836000,490137,1321,242678,30207,179435,595153,27599
105,RAJASTHAN,Bharatpur,2548462,1355726,1192736,1480869,943910,536959,1071154,647198,423956,694929,376225,1477308,500994,238894,25068,306198,2143046,371286,1576,23456,899,5758,18,2423,61113,288723,4179,26106,609134,479437,129697,363676,330336,314953,211938,147520,132571,23311,1524305,1104824,1659515,546362,329127,13458,152915,10349,99846,411145,8732
106,RAJASTHAN,Dhaulpur,1206516,653647,552869,683098,435721,247377,523212,339110,184102,317617,205595,683304,229936,74342,12721,206213,1127520,72258,688,1356,92,2739,21,1842,24561,96086,1330,9504,273296,214670,58626,207566,172914,132964,77360,45590,37856,8194,682444,552106,815651,248416,141365,1084,80614,3614,31120,195242,4973
107,RAJASTHAN,Karauli,1458248,783639,674609,805849,531904,273945,628726,371058,257668,438337,190389,829522,335302,115367,9521,168536,1370977,81553,602,297,70,3424,413,912,28296,132079,1059,13045,364355,305047,59308,220644,193938,170399,104208,69443,67639,14402,840673,668926,947173,310688,192042,8345,52008,3820,35486,256601,4524
108,RAJASTHAN,Sawai Madhopur,1335551,704031,631520,741748,486184,255564,578068,343802,234266,418555,159513,757483,313358,88804,12070,163836,1165505,155681,945,812,177,9991,42,2398,40116,140947,1887,14310,353321,282057,71264,205450,172925,151108,87349,57625,70870,14384,759711,586492,841697,309237,183234,1383,66594,4398,41953,243362,7424
109,RAJASTHAN,Dausa,1634409,857787,776622,938051,596935,341116,684495,398151,286344,506214,178281,949914,390960,76277,17185,200073,1582335,45488,439,296,94,3737,115,1905,35600,195277,1719,14539,420694,361084,59610,229035,235474,208537,135234,92559,90833,13764,1005436,681980,1047136,358718,210117,18438,84799,6664,62106,284497,4381
110,RAJASTHAN,Jaipur,6626178,3468507,3157671,4300965,2554793,1746172,2464893,1714947,749946,2060010,404883,4161285,744374,131523,91011,1497985,5819980,687452,12708,18782,1020,81079,257,4900,570997,990085,76565,182350,1732679,754841,977838,819004,875940,823570,659389,455527,703673,96562,4433665,2046038,4091148,1646480,884057,4493,393025,142866,523398,1001457,127486
111,RAJASTHAN,Sikar,2677333,1374990,1302343,1652117,995275,656842,1006504,657854,348650,698711,307793,1670829,501311,87889,22776,394528,2342076,327583,1122,356,177,4050,15,1954,131342,339457,5647,28382,705834,527560,178274,369959,438872,367412,282595,200430,181282,19321,1859871,967497,1672813,605002,381226,18292,76325,22494,77340,434072,7418
112,RAJASTHAN,Nagaur,3307743,1696325,1611418,1758624,1102750,655874,1425882,857031,568851,985927,439955,1881861,734614,263401,29647,398220,2833443,454487,1912,366,163,12940,276,4156,97267,347344,4449,35328,842201,675712,166489,513871,486057,388822,242053,147701,117444,14853,1910801,1533137,2088323,754143,463469,1808,90046,26150,94315,562803,15019
113,RAJASTHAN,Jodhpur,3687165,1923928,1763237,2031532,1265753,765779,1489741,965103,524638,1056479,433262,2197424,592370,242017,42412,612942,3224399,411558,6035,4123,514,36697,80,3759,197135,408808,19335,54808,891657,584215,307442,497762,512035,405132,259304,154789,177199,30720,2036941,1591957,2359786,836322,489280,1777,193641,40768,197296,574887,41870
114,RAJASTHAN,Jaisalmer,669919,361708,308211,308653,210415,98238,288903,182565,106338,175383,113520,381016,132466,43872,6835,105730,497045,168129,874,1723,98,1521,34,495,12431,43141,754,7416,189947,159117,30830,109484,71132,41264,20142,12759,10604,1720,267105,397649,448969,140294,79977,679,11291,5218,11355,107832,3328
115,RAJASTHAN,Barmer,2603751,1369022,1234729,1188322,783461,404861,1202482,696240,506242,741367,461115,1401269,754260,132696,30565,284961,2244882,321192,1157,450,157,34010,34,1869,39580,126494,2766,37730,598805,542825,55980,406804,352636,219932,101291,52272,39533,7328,1179796,1501858,1731122,527629,326476,18524,47366,27009,39804,436661,8087
116,RAJASTHAN,Jalor,1828730,936634,892096,829582,543923,285659,896644,494906,401738,660719,235925,932086,493355,158013,21867,223409,1732852,78990,730,231,144,14640,82,1061,39745,161845,1585,12794,467418,419216,48202,270997,277152,181691,75304,32366,25210,7850,870570,1033534,1176496,390598,249379,12257,37596,12367,34799,315704,9562
117,RAJASTHAN,Sirohi,1036346,534231,502115,476806,309900,166906,419829,272196,147633,313292,106537,616517,124080,97823,9443,188483,996562,30479,1284,572,114,6829,56,450,47182,134089,2146,10297,308174,238535,69639,117971,147381,110385,58213,30724,27076,5251,497001,577092,649290,244401,142251,404,52893,6343,38817,184197,13430
118,RAJASTHAN,Pali,2037573,1025422,1012151,1085693,667381,418312,842327,523077,319250,605288,237039,1195246,243491,237280,26119,335437,1870543,143476,1345,1540,141,18974,52,1502,94821,326793,4043,19270,652717,512909,139808,293818,359329,271312,144581,71472,67021,9403,1216936,983050,1207983,467436,343384,18770,175945,14175,109098,396294,26351
119,RAJASTHAN,Ajmer,2583052,1324085,1258967,1526673,926268,600405,1053722,686149,367573,827181,226541,1529330,298856,145523,35602,573741,2201663,314159,10605,6799,417,45614,184,3611,171799,393498,13499,41732,684254,409335,274919,379043,394576,313680,200191,130608,172683,28138,1618919,1034334,1561077,629951,388040,3984,187324,24509,175460,437083,40066
120,RAJASTHAN,Tonk,1421326,728136,693190,749659,478329,271330,649161,371848,277313,495797,153364,772165,326083,113426,16004,193648,1243527,153146,754,378,122,22458,30,911,32359,158264,1908,12482,380666,298911,81755,237191,190750,154825,91853,64431,67155,9919,816124,661902,880194,334006,205593,1533,93547,6295,68174,258120,7695
121,RAJASTHAN,Bundi,1110906,577160,533746,585044,371705,213339,526091,314806,211285,361070,165021,584815,250453,111388,11172,153078,1017688,66609,682,11059,144,13455,24,1245,33406,136969,1392,7705,303288,239836,63452,153500,159218,121104,63248,41227,41052,6460,585809,553622,686771,267648,155958,529,86810,5787,58255,202701,13298
122,RAJASTHAN,Bhilwara,2408523,1220736,1187787,1256126,777582,478544,1148165,674589,473576,883329,264836,1260358,555168,163052,30149,399796,2224839,142427,1978,1468,183,35149,60,2419,93768,373644,6207,24014,675880,530015,145865,398993,338296,258990,141250,92785,106667,10928,1347909,1180456,1439454,589476,365023,14570,212245,17508,150972,450389,37857
123,RAJASTHAN,Rajsamand,1156597,581339,575258,619139,383334,235805,550831,319534,231297,362584,188247,605766,207582,106587,13505,223157,1105676,33677,759,260,100,14966,68,1091,36073,193276,1989,9222,365676,304622,61054,190090,190388,140839,72969,41063,34286,4732,674367,544517,687165,275099,193668,665,65503,7060,62714,229656,13593
124,RAJASTHAN,Dungarpur,1388552,696532,692020,681591,415820,265771,641515,346624,294891,216411,425104,747037,227849,184330,12514,216822,1340065,28662,830,240,226,16141,853,1535,26351,141275,1477,11742,354363,322816,31547,238847,175059,114245,60656,42887,39312,4834,675840,764563,868458,317700,191917,10477,18435,4385,34909,273174,6186
125,RAJASTHAN,Banswara,1797485,907754,889731,829343,513854,315489,916574,482236,434338,542983,373591,880911,546569,199370,19818,150817,1701234,48834,22250,427,138,22613,109,1880,34189,120603,2324,15062,429844,390437,39407,240067,190259,137780,75011,50438,47094,8145,748794,1040914,1153029,406214,216554,21688,39865,5287,45930,352341,10180
126,RAJASTHAN,Chittaurgarh,1544338,783171,761167,821825,514851,306974,802755,456632,346123,656904,145851,741583,453201,123469,15435,210650,1413163,97855,1274,1515,252,25843,136,4300,59190,268172,4941,16560,455653,366780,88873,245603,225700,170455,90889,58129,67155,10768,868699,715545,880043,398303,258997,6995,173375,11261,103489,293931,27803
127,RAJASTHAN,Kota,1951014,1021161,929853,1298345,765396,532949,748811,534650,214161,577548,171263,1202203,140262,134992,25125,448432,1661307,243993,5665,11058,280,25742,286,2683,165563,339899,12843,36297,515189,203454,311735,286676,294591,250092,172538,118710,167778,27485,1317870,588142,1177474,495896,275396,2248,150716,24848,147206,300393,69588
128,RAJASTHAN,Baran,1222755,633945,588810,693307,432607,260700,552583,329754,222829,359785,192798,670172,216538,185037,15258,135750,1133349,79984,1432,3066,84,2795,48,1997,32685,161310,1363,9491,318988,249184,69804,203489,194024,144190,76209,46847,49939,8057,722755,545842,762204,286344,173100,1107,61129,5741,59954,223828,13069
129,RAJASTHAN,Jhalawar,1411129,725143,685986,739792,466815,272977,685950,402825,283125,475653,210297,725179,328714,209772,11199,136265,1299751,96164,842,819,46,12488,42,977,38909,220428,1750,9403,362387,298624,63763,226614,203488,143108,73388,46267,47985,6972,747822,696680,850546,346110,213674,799,81160,5385,56052,263801,15426
130,RAJASTHAN,Udaipur,3068420,1566801,1501619,1582629,973444,609185,1365783,835839,529944,822355,543428,1702637,539106,302968,33535,490174,2869976,104307,7406,4278,209,78647,373,3224,128320,357846,14211,48517,848218,665449,182769,442946,386075,277392,164290,102085,142672,20010,1535470,1528671,1876436,739287,451034,1663,145780,27979,157259,575790,35318
131,RAJASTHAN,Pratapgarh,867848,437744,430104,401515,250122,151393,481294,251691,229603,327445,153849,386554,306419,96815,5516,72544,827293,25597,358,72,32,14077,27,392,17984,71612,716,5961,234082,209813,24269,142397,111276,70969,35206,21854,19109,2137,402948,488621,545987,204801,115608,1452,62048,2803,31782,171300,5499
132,UTTAR PRADESH,Saharanpur,3466382,1834106,1632276,2077108,1220114,856994,1037344,911136,126208,882701,154643,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,8008,149035,404499,9699,38816,889238,605082,284156,474060,600668,431491,256510,163463,154153,10083,2090428,1279517,2228689,769736,433862,34095,365960,21310,151620,555491,26897
133,UTTAR PRADESH,Muzaffarnagar,4143512,2193434,1950078,2417339,1448528,968811,1291644,1081569,210075,1085491,206153,2851868,336049,323641,45952,586002,2382914,1711453,6495,18601,1516,16345,60,6128,147785,368153,10077,56149,969850,673746,296104,826387,780470,531913,281747,148770,98691,5608,2673586,1431537,2671757,911621,544283,15851,377807,32866,145278,645420,27173
134,UTTAR PRADESH,Bijnor,3682713,1921215,1761498,2135393,1241471,893922,1088036,921497,166539,839778,248258,2594677,232158,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,4703,128042,268353,7303,37341,908523,683875,224648,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,2404576,786305,450186,41646,378636,17143,131278,604085,17110
